invoice_id,po_id,delivery_id,supplier_id,invoice_date,due_date,amount_pkr,payment_terms_days
INV-000597,PO-000605,DEL-000597,SUP-001,2025-06-17,2025-07-17,699522.08,30
INV-000598,PO-000606,DEL-000598,SUP-001,2025-06-21,2025-07-21,925407.44,30
INV-000599,PO-000607,DEL-000599,SUP-001,2025-06-25,2025-07-25,858784.62,30
INV-000600,PO-000608,DEL-000600,SUP-001,2025-07-01,2025-07-31,737446.97,30
INV-000601,PO-000609,DEL-000601,SUP-001,2025-06-29,2025-07-29,1248551.66,30
INV-000602,PO-000610,DEL-000602,SUP-001,2025-07-03,2025-08-02,213770.06,30
INV-000603,PO-000611,DEL-000603,SUP-001,2025-01-05,2025-02-04,847833.26,30
INV-000604,PO-000612,DEL-000604,SUP-001,2025-01-06,2025-02-05,861615.63,30
INV-000605,PO-000613,DEL-000605,SUP-001,2025-01-12,2025-02-11,610736.38,30
INV-000606,PO-000614,DEL-000606,SUP-001,2025-01-13,2025-02-12,1010620.87,30
INV-000607,PO-000615,DEL-000607,SUP-001,2025-01-17,2025-02-16,652780.74,30
INV-000608,PO-000616,DEL-000608,SUP-001,2025-01-20,2025-02-19,949475.03,30
INV-000609,PO-000617,DEL-000609,SUP-001,2025-01-27,2025-02-26,614569.02,30
INV-000610,PO-000618,DEL-000610,SUP-001,2025-01-26,2025-02-25,866693.38,30
INV-000611,PO-000619,DEL-000611,SUP-001,2025-01-29,2025-02-28,821432.64,30
INV-000612,PO-000620,DEL-000612,SUP-001,2025-01-31,2025-03-02,672419.9,30
INV-000613,PO-000621,DEL-000613,SUP-001,2025-02-04,2025-03-06,1039523.79,30
INV-000614,PO-000622,DEL-000614,SUP-001,2025-02-07,2025-03-09,644911.21,30
INV-000615,PO-000623,DEL-000615,SUP-001,2025-02-10,2025-03-12,1069646.56,30
INV-000616,PO-000624,DEL-000616,SUP-001,2025-02-11,2025-03-13,645198.05,30
INV-000617,PO-000625,DEL-000617,SUP-001,2025-02-14,2025-03-16,971170.27,30
INV-000618,PO-000626,DEL-000618,SUP-001,2025-02-17,2025-03-19,943111.41,30
INV-000619,PO-000627,DEL-000619,SUP-001,2025-02-22,2025-03-24,633666.14,30
INV-000620,PO-000628,DEL-000620,SUP-001,2025-02-26,2025-03-28,1091771.97,30
INV-000621,PO-000629,DEL-000621,SUP-001,2025-02-28,2025-03-30,636172.97,30
INV-000622,PO-000630,DEL-000622,SUP-001,2025-03-01,2025-03-31,1376062.32,30
INV-000623,PO-000631,DEL-000623,SUP-001,2025-03-06,2025-04-05,1304192.44,30
INV-000624,PO-000632,DEL-000624,SUP-001,2025-03-11,2025-04-10,1855219.0,30
INV-000625,PO-000633,DEL-000625,SUP-001,2025-03-12,2025-04-11,1874581.18,30
INV-000626,PO-000634,DEL-000626,SUP-001,2025-03-15,2025-04-14,1123888.48,30
INV-000627,PO-000635,DEL-000627,SUP-001,2025-03-21,2025-04-20,2256478.57,30
INV-000628,PO-000636,DEL-000628,SUP-001,2025-03-21,2025-04-20,1247864.46,30
INV-000629,PO-000637,DEL-000629,SUP-001,2025-03-22,2025-04-21,2102115.54,30
INV-000630,PO-000638,DEL-000630,SUP-001,2025-03-25,2025-04-24,1570356.43,30
INV-000631,PO-000639,DEL-000631,SUP-001,2025-03-29,2025-04-28,1650268.54,30
INV-000632,PO-000640,DEL-000632,SUP-001,2025-04-01,2025-05-01,1729988.02,30
INV-000633,PO-000641,DEL-000633,SUP-001,2025-04-04,2025-05-04,925360.85,30
INV-000634,PO-000642,DEL-000634,SUP-001,2025-04-12,2025-05-12,1154459.98,30
INV-000635,PO-000643,DEL-000635,SUP-001,2025-04-11,2025-05-11,741275.38,30
INV-000636,PO-000644,DEL-000636,SUP-001,2025-04-14,2025-05-14,1273237.26,30
INV-000637,PO-000645,DEL-000637,SUP-001,2025-04-16,2025-05-16,835965.24,30
INV-000638,PO-000646,DEL-000638,SUP-001,2025-04-18,2025-05-18,1046928.66,30
INV-000639,PO-000647,DEL-000639,SUP-001,2025-04-22,2025-05-22,1166942.05,30
INV-000640,PO-000648,DEL-000640,SUP-001,2025-04-24,2025-05-24,870199.5,30
INV-000641,PO-000649,DEL-000641,SUP-001,2025-04-27,2025-05-27,1294957.2,30
INV-000642,PO-000650,DEL-000642,SUP-001,2025-05-01,2025-05-31,787773.4,30
INV-000643,PO-000651,DEL-000643,SUP-001,2025-05-05,2025-06-04,1200373.18,30
INV-000644,PO-000652,DEL-000644,SUP-001,2025-05-06,2025-06-05,689961.28,30
INV-000645,PO-000653,DEL-000645,SUP-001,2025-05-11,2025-06-10,829542.09,30
INV-000646,PO-000654,DEL-000646,SUP-001,2025-05-13,2025-06-12,903087.86,30
INV-000647,PO-000655,DEL-000647,SUP-001,2025-05-17,2025-06-16,741632.9,30
INV-000648,PO-000656,DEL-000648,SUP-001,2025-05-18,2025-06-17,1031099.07,30
INV-000649,PO-000657,DEL-000649,SUP-001,2025-05-21,2025-06-20,560991.49,30
INV-000650,PO-000658,DEL-000650,SUP-001,2025-05-24,2025-06-23,994064.97,30
INV-000651,PO-000659,DEL-000651,SUP-001,2025-05-27,2025-06-26,665461.6,30
INV-000652,PO-000660,DEL-000652,SUP-001,2025-05-31,2025-06-30,720843.29,30
INV-000653,PO-000661,DEL-000653,SUP-001,2025-06-04,2025-07-04,767216.47,30
INV-000654,PO-000662,DEL-000654,SUP-001,2025-06-05,2025-07-05,592939.43,30
INV-000655,PO-000663,DEL-000655,SUP-001,2025-06-11,2025-07-11,1006651.58,30
INV-000656,PO-000664,DEL-000656,SUP-001,2025-06-12,2025-07-12,588586.64,30
INV-000657,PO-000665,DEL-000657,SUP-001,2025-06-16,2025-07-16,1000640.72,30
INV-000658,PO-000666,DEL-000658,SUP-001,2025-06-19,2025-07-19,606034.48,30
INV-000659,PO-000667,DEL-000659,SUP-001,2025-06-22,2025-07-22,842192.64,30
INV-000660,PO-000668,DEL-000660,SUP-001,2025-06-26,2025-07-26,819208.17,30
INV-000661,PO-000669,DEL-000661,SUP-001,2025-06-27,2025-07-27,651582.8,30
INV-000662,PO-000670,DEL-000662,SUP-001,2025-07-01,2025-07-31,997274.23,30
INV-000663,PO-000671,DEL-000663,SUP-001,2025-07-04,2025-08-03,169300.87,30
INV-000664,PO-000672,DEL-000664,SUP-001,2025-01-05,2025-02-04,449459.84,30
INV-000665,PO-000673,DEL-000665,SUP-001,2025-01-08,2025-02-07,464003.12,30
INV-000666,PO-000674,DEL-000666,SUP-001,2025-01-09,2025-02-08,345080.77,30
INV-000667,PO-000675,DEL-000667,SUP-001,2025-01-14,2025-02-13,458048.71,30
INV-000668,PO-000676,DEL-000668,SUP-001,2025-01-18,2025-02-17,319837.92,30
INV-000669,PO-000677,DEL-000669,SUP-001,2025-01-21,2025-02-20,532665.29,30
INV-000670,PO-000679,DEL-000670,SUP-001,2025-01-26,2025-02-25,434789.17,30
INV-000671,PO-000680,DEL-000671,SUP-001,2025-01-29,2025-02-28,436137.02,30
INV-000672,PO-000681,DEL-000672,SUP-001,2025-01-30,2025-03-01,391854.7,30
INV-000673,PO-000682,DEL-000673,SUP-001,2025-02-05,2025-03-07,523148.35,30
INV-000674,PO-000683,DEL-000674,SUP-001,2025-02-07,2025-03-09,378347.61,30
INV-000675,PO-000684,DEL-000675,SUP-001,2025-02-09,2025-03-11,551675.02,30
INV-000676,PO-000685,DEL-000676,SUP-001,2025-02-13,2025-03-15,336967.66,30
INV-000677,PO-000686,DEL-000677,SUP-001,2025-02-14,2025-03-16,458221.69,30
INV-000678,PO-000687,DEL-000678,SUP-001,2025-02-17,2025-03-19,468327.97,30
INV-000679,PO-000688,DEL-000679,SUP-001,2025-02-20,2025-03-22,395028.45,30
INV-000680,PO-000689,DEL-000680,SUP-001,2025-03-02,2025-04-01,533609.47,30
INV-000681,PO-000690,DEL-000681,SUP-001,2025-02-26,2025-03-28,337405.56,30
INV-000682,PO-000691,DEL-000682,SUP-001,2025-03-03,2025-04-02,617407.85,30
INV-000683,PO-000692,DEL-000683,SUP-001,2025-03-07,2025-04-06,738160.04,30
INV-000684,PO-000693,DEL-000684,SUP-001,2025-03-08,2025-04-07,779210.64,30
INV-000685,PO-000694,DEL-000685,SUP-001,2025-03-11,2025-04-10,795609.71,30
INV-000686,PO-000695,DEL-000686,SUP-001,2025-03-15,2025-04-14,616085.38,30
INV-000687,PO-000696,DEL-000687,SUP-001,2025-03-19,2025-04-18,1029894.98,30
INV-000688,PO-000697,DEL-000688,SUP-001,2025-03-19,2025-04-18,600222.6,30
INV-000689,PO-000698,DEL-000689,SUP-001,2025-03-23,2025-04-22,920996.02,30
INV-000690,PO-000699,DEL-000690,SUP-001,2025-03-28,2025-04-27,662867.57,30
INV-000691,PO-000700,DEL-000691,SUP-001,2025-04-01,2025-05-01,751197.47,30
INV-000692,PO-000702,DEL-000692,SUP-001,2025-04-03,2025-05-03,528884.01,30
INV-000693,PO-000703,DEL-000693,SUP-001,2025-04-10,2025-05-10,560429.61,30
INV-000694,PO-000704,DEL-000694,SUP-001,2025-04-09,2025-05-09,345440.39,30
INV-000695,PO-000705,DEL-000695,SUP-001,2025-04-16,2025-05-16,637992.42,30
INV-000696,PO-000706,DEL-000696,SUP-001,2025-04-17,2025-05-17,445398.72,30
INV-000697,PO-000707,DEL-000697,SUP-001,2025-04-20,2025-05-20,529116.35,30
INV-000698,PO-000708,DEL-000698,SUP-001,2025-04-21,2025-05-21,516806.68,30
INV-000699,PO-000709,DEL-000699,SUP-001,2025-04-24,2025-05-24,448856.87,30
INV-000700,PO-000710,DEL-000700,SUP-001,2025-05-03,2025-06-02,698695.53,30
INV-000701,PO-000711,DEL-000701,SUP-001,2025-05-04,2025-06-03,429404.84,30
INV-000702,PO-000712,DEL-000702,SUP-001,2025-05-04,2025-06-03,549111.61,30
INV-000703,PO-000713,DEL-000703,SUP-001,2025-05-09,2025-06-08,394761.4,30
INV-000704,PO-000714,DEL-000704,SUP-001,2025-05-12,2025-06-11,449711.84,30
INV-000705,PO-000715,DEL-000705,SUP-001,2025-05-13,2025-06-12,443846.95,30
INV-000706,PO-000716,DEL-000706,SUP-001,2025-05-17,2025-06-16,380365.7,30
INV-000707,PO-000717,DEL-000707,SUP-001,2025-05-18,2025-06-17,467966.46,30
INV-000708,PO-000718,DEL-000708,SUP-001,2025-05-23,2025-06-22,301162.81,30
INV-000709,PO-000719,DEL-000709,SUP-001,2025-05-26,2025-06-25,487642.68,30
INV-000710,PO-000720,DEL-000710,SUP-001,2025-05-29,2025-06-28,330096.43,30
INV-000711,PO-000721,DEL-000711,SUP-001,2025-05-31,2025-06-30,391873.97,30
INV-000712,PO-000722,DEL-000712,SUP-001,2025-06-04,2025-07-04,427450.95,30
INV-000713,PO-000723,DEL-000713,SUP-001,2025-06-07,2025-07-07,315408.88,30
INV-000714,PO-000724,DEL-000714,SUP-001,2025-06-09,2025-07-09,448040.34,30
INV-000715,PO-000725,DEL-000715,SUP-001,2025-06-11,2025-07-11,294861.68,30
INV-000716,PO-000726,DEL-000716,SUP-001,2025-06-14,2025-07-14,435305.57,30
INV-000717,PO-000727,DEL-000717,SUP-001,2025-06-19,2025-07-19,339293.61,30
INV-000718,PO-000728,DEL-000718,SUP-001,2025-06-21,2025-07-21,411873.4,30
INV-000719,PO-000729,DEL-000719,SUP-001,2025-06-24,2025-07-24,414777.51,30
INV-000720,PO-000730,DEL-000720,SUP-001,2025-06-28,2025-07-28,339103.15,30
INV-000721,PO-000731,DEL-000721,SUP-001,2025-06-30,2025-07-30,521537.51,30
INV-000722,PO-000732,DEL-000722,SUP-001,2025-07-04,2025-08-03,99507.32,30
INV-000723,PO-000733,DEL-000723,SUP-001,2025-01-03,2025-02-02,384232.48,30
INV-000724,PO-000734,DEL-000724,SUP-001,2025-01-07,2025-02-06,362429.59,30
INV-000725,PO-000735,DEL-000725,SUP-001,2025-01-12,2025-02-11,308764.86,30
INV-000726,PO-000736,DEL-000726,SUP-001,2025-01-12,2025-02-11,402523.15,30
INV-000727,PO-000737,DEL-000727,SUP-001,2025-01-17,2025-02-16,336453.0,30
INV-000728,PO-000738,DEL-000728,SUP-001,2025-01-18,2025-02-17,390499.09,30
INV-000729,PO-000739,DEL-000729,SUP-001,2025-01-21,2025-02-20,294906.15,30
INV-000730,PO-000740,DEL-000730,SUP-001,2025-01-24,2025-02-23,399653.58,30
INV-000731,PO-000741,DEL-000731,SUP-001,2025-02-02,2025-03-04,309923.36,30
INV-000732,PO-000742,DEL-000732,SUP-001,2025-01-31,2025-03-02,326619.83,30
INV-000733,PO-000743,DEL-000733,SUP-001,2025-02-03,2025-03-05,362887.24,30
INV-000734,PO-000744,DEL-000734,SUP-001,2025-02-06,2025-03-08,333663.46,30
INV-000735,PO-000745,DEL-000735,SUP-001,2025-02-09,2025-03-11,412290.33,30
INV-000736,PO-000746,DEL-000736,SUP-001,2025-02-12,2025-03-14,293769.97,30
INV-000737,PO-000747,DEL-000737,SUP-001,2025-02-14,2025-03-16,431339.98,30
INV-000738,PO-000748,DEL-000738,SUP-001,2025-02-18,2025-03-20,351909.95,30
INV-000739,PO-000749,DEL-000739,SUP-001,2025-02-21,2025-03-23,374775.06,30
INV-000740,PO-000750,DEL-000740,SUP-001,2025-02-23,2025-03-25,362903.98,30
INV-000741,PO-000751,DEL-000741,SUP-001,2025-02-27,2025-03-29,321842.49,30
INV-000742,PO-000752,DEL-000742,SUP-001,2025-03-04,2025-04-03,454315.46,30
INV-000743,PO-000753,DEL-000743,SUP-001,2025-03-11,2025-04-10,496969.05,30
INV-000744,PO-000754,DEL-000744,SUP-001,2025-03-07,2025-04-06,610641.23,30
INV-000745,PO-000755,DEL-000745,SUP-001,2025-03-11,2025-04-10,533907.06,30
INV-000746,PO-000756,DEL-000746,SUP-001,2025-03-14,2025-04-13,503533.0,30
INV-000747,PO-000757,DEL-000747,SUP-001,2025-03-18,2025-04-17,637746.6,30
INV-000748,PO-000758,DEL-000748,SUP-001,2025-03-24,2025-04-23,461501.31,30
INV-000749,PO-000759,DEL-000749,SUP-001,2025-03-23,2025-04-22,581407.62,30
INV-000750,PO-000760,DEL-000750,SUP-001,2025-03-25,2025-04-24,503737.74,30
INV-000751,PO-000761,DEL-000751,SUP-001,2025-03-29,2025-04-28,631664.68,30
INV-000752,PO-000762,DEL-000752,SUP-001,2025-04-02,2025-05-02,564061.12,30
INV-000753,PO-000763,DEL-000753,SUP-001,2025-04-04,2025-05-04,470426.93,30
INV-000754,PO-000764,DEL-000754,SUP-001,2025-04-07,2025-05-07,416500.1,30
INV-000755,PO-000765,DEL-000755,SUP-001,2025-04-09,2025-05-09,350340.09,30
INV-000756,PO-000766,DEL-000756,SUP-001,2025-04-16,2025-05-16,500550.79,30
INV-000757,PO-000767,DEL-000757,SUP-001,2025-04-17,2025-05-17,352972.57,30
INV-000758,PO-000768,DEL-000758,SUP-001,2025-04-19,2025-05-19,454329.17,30
INV-000759,PO-000769,DEL-000759,SUP-001,2025-04-21,2025-05-21,432428.46,30
INV-000760,PO-000770,DEL-000760,SUP-001,2025-04-27,2025-05-27,431082.72,30
INV-000761,PO-000771,DEL-000761,SUP-001,2025-04-29,2025-05-29,500255.32,30
INV-000762,PO-000772,DEL-000762,SUP-001,2025-05-03,2025-06-02,397524.72,30
INV-000763,PO-000773,DEL-000763,SUP-001,2025-05-05,2025-06-04,410700.75,30
INV-000764,PO-000774,DEL-000764,SUP-001,2025-05-08,2025-06-07,296879.5,30
INV-000765,PO-000775,DEL-000765,SUP-001,2025-05-11,2025-06-10,408032.16,30
INV-000766,PO-000776,DEL-000766,SUP-001,2025-05-16,2025-06-15,295872.53,30
INV-000767,PO-000777,DEL-000767,SUP-001,2025-05-15,2025-06-14,381513.63,30
INV-000768,PO-000778,DEL-000768,SUP-001,2025-05-18,2025-06-17,357677.19,30
INV-000769,PO-000779,DEL-000769,SUP-001,2025-05-27,2025-06-26,310333.27,30
INV-000770,PO-000780,DEL-000770,SUP-001,2025-05-26,2025-06-25,358858.06,30
INV-000771,PO-000781,DEL-000771,SUP-001,2025-05-29,2025-06-28,259757.41,30
INV-000772,PO-000782,DEL-000772,SUP-001,2025-05-31,2025-06-30,356110.29,30
INV-000773,PO-000783,DEL-000773,SUP-001,2025-06-04,2025-07-04,346209.74,30
INV-000774,PO-000784,DEL-000774,SUP-001,2025-06-06,2025-07-06,294076.55,30
INV-000775,PO-000785,DEL-000775,SUP-001,2025-06-08,2025-07-08,324577.46,30
INV-000776,PO-000786,DEL-000776,SUP-001,2025-06-14,2025-07-14,277208.02,30
INV-000777,PO-000787,DEL-000777,SUP-001,2025-06-16,2025-07-16,343986.17,30
INV-000778,PO-000788,DEL-000778,SUP-001,2025-06-19,2025-07-19,249680.76,30
INV-000779,PO-000789,DEL-000779,SUP-001,2025-06-21,2025-07-21,328631.21,30
INV-000780,PO-000790,DEL-000780,SUP-001,2025-06-24,2025-07-24,315805.38,30
INV-000781,PO-000791,DEL-000781,SUP-001,2025-06-27,2025-07-27,310768.71,30
INV-000782,PO-000792,DEL-000782,SUP-001,2025-07-01,2025-07-31,339359.91,30
INV-000783,PO-000793,DEL-000783,SUP-001,2025-07-02,2025-08-01,78669.18,30
INV-000784,PO-000794,DEL-000784,SUP-001,2025-01-04,2025-02-03,391123.91,30
INV-000785,PO-000795,DEL-000785,SUP-001,2025-01-08,2025-02-07,395570.9,30
INV-000786,PO-000796,DEL-000786,SUP-001,2025-01-12,2025-02-11,318091.58,30
INV-000787,PO-000797,DEL-000787,SUP-001,2025-01-14,2025-02-13,463923.19,30
INV-000788,PO-000798,DEL-000788,SUP-001,2025-01-15,2025-02-14,287317.75,30
INV-000789,PO-000799,DEL-000789,SUP-001,2025-01-21,2025-02-20,479905.31,30
INV-000790,PO-000800,DEL-000790,SUP-001,2025-01-21,2025-02-20,291050.72,30
INV-000791,PO-000801,DEL-000791,SUP-001,2025-01-24,2025-02-23,379658.51,30
INV-000792,PO-000802,DEL-000792,SUP-001,2025-01-27,2025-02-26,453265.03,30
INV-000793,PO-000803,DEL-000793,SUP-001,2025-02-01,2025-03-03,281135.5,30
INV-000794,PO-000804,DEL-000794,SUP-001,2025-02-03,2025-03-05,486006.64,30
INV-000795,PO-000805,DEL-000795,SUP-001,2025-02-08,2025-03-10,338582.79,30
INV-000796,PO-000806,DEL-000796,SUP-001,2025-02-09,2025-03-11,509846.03,30
INV-000797,PO-000807,DEL-000797,SUP-001,2025-02-13,2025-03-15,328876.28,30
INV-000798,PO-000808,DEL-000798,SUP-001,2025-02-20,2025-03-22,398869.61,30
INV-000799,PO-000809,DEL-000799,SUP-001,2025-02-19,2025-03-21,452472.87,30
INV-000800,PO-000810,DEL-000800,SUP-001,2025-02-22,2025-03-24,354666.31,30
INV-000801,PO-000811,DEL-000801,SUP-001,2025-02-28,2025-03-30,448994.25,30
INV-000802,PO-000812,DEL-000802,SUP-001,2025-02-26,2025-03-28,274375.09,30
INV-000803,PO-000813,DEL-000803,SUP-001,2025-03-01,2025-03-31,622991.17,30
INV-000804,PO-000814,DEL-000804,SUP-001,2025-03-08,2025-04-07,718853.7,30
INV-000805,PO-000815,DEL-000805,SUP-001,2025-03-09,2025-04-08,768334.85,30
INV-000806,PO-000816,DEL-000806,SUP-001,2025-03-11,2025-04-10,837022.6,30
INV-000807,PO-000817,DEL-000807,SUP-001,2025-03-14,2025-04-13,641749.81,30
INV-000808,PO-000818,DEL-000808,SUP-001,2025-03-16,2025-04-15,949458.75,30
INV-000809,PO-000819,DEL-000809,SUP-001,2025-03-22,2025-04-21,631795.37,30
INV-000810,PO-000820,DEL-000810,SUP-001,2025-03-22,2025-04-21,1077543.02,30
INV-000811,PO-000821,DEL-000811,SUP-001,2025-03-26,2025-04-25,693536.23,30
INV-000812,PO-000822,DEL-000812,SUP-001,2025-03-30,2025-04-29,804511.16,30
INV-000813,PO-000823,DEL-000813,SUP-001,2025-04-02,2025-05-02,677338.87,30
INV-000814,PO-000824,DEL-000814,SUP-001,2025-04-07,2025-05-07,469843.42,30
INV-000815,PO-000825,DEL-000815,SUP-001,2025-04-06,2025-05-06,516457.25,30
INV-000816,PO-000826,DEL-000816,SUP-001,2025-04-12,2025-05-12,317985.56,30
INV-000817,PO-000827,DEL-000817,SUP-001,2025-04-17,2025-05-17,620628.36,30
INV-000818,PO-000828,DEL-000818,SUP-001,2025-04-17,2025-05-17,398825.73,30
INV-000819,PO-000829,DEL-000819,SUP-001,2025-04-18,2025-05-18,493238.47,30
INV-000820,PO-000830,DEL-000820,SUP-001,2025-04-22,2025-05-22,561048.35,30
INV-000821,PO-000831,DEL-000821,SUP-001,2025-04-25,2025-05-25,386833.96,30
INV-000822,PO-000832,DEL-000822,SUP-001,2025-04-29,2025-05-29,650721.36,30
INV-000823,PO-000833,DEL-000823,SUP-001,2025-05-01,2025-05-31,404728.23,30
INV-000824,PO-000834,DEL-000824,SUP-001,2025-05-04,2025-06-03,561511.37,30
INV-000825,PO-000835,DEL-000825,SUP-001,2025-05-12,2025-06-11,328649.62,30
INV-000826,PO-000837,DEL-000826,SUP-001,2025-05-14,2025-06-13,426226.16,30
INV-000827,PO-000838,DEL-000827,SUP-001,2025-05-15,2025-06-14,340614.72,30
INV-000828,PO-000839,DEL-000828,SUP-001,2025-05-20,2025-06-19,484954.64,30
INV-000829,PO-000840,DEL-000829,SUP-001,2025-05-24,2025-06-23,283055.65,30
INV-000830,PO-000841,DEL-000830,SUP-001,2025-05-30,2025-06-29,500157.72,30
INV-000831,PO-000842,DEL-000831,SUP-001,2025-05-28,2025-06-27,303157.05,30
INV-000832,PO-000843,DEL-000832,SUP-001,2025-05-31,2025-06-30,376699.73,30
INV-000833,PO-000844,DEL-000833,SUP-001,2025-06-03,2025-07-03,389162.65,30
INV-000834,PO-000845,DEL-000834,SUP-001,2025-06-07,2025-07-07,272794.75,30
INV-000835,PO-000846,DEL-000835,SUP-001,2025-06-11,2025-07-11,492382.95,30
INV-000836,PO-000847,DEL-000836,SUP-001,2025-06-11,2025-07-11,258841.12,30
INV-000837,PO-000848,DEL-000837,SUP-001,2025-06-16,2025-07-16,439088.79,30
INV-000838,PO-000849,DEL-000838,SUP-001,2025-06-18,2025-07-18,307211.18,30
INV-000839,PO-000850,DEL-000839,SUP-001,2025-06-22,2025-07-22,377159.64,30
INV-000840,PO-000851,DEL-000840,SUP-001,2025-06-24,2025-07-24,391079.29,30
INV-000841,PO-000852,DEL-000841,SUP-001,2025-06-27,2025-07-27,296257.4,30
INV-000842,PO-000853,DEL-000842,SUP-001,2025-06-30,2025-07-30,485721.58,30
INV-000843,PO-000854,DEL-000843,SUP-001,2025-07-05,2025-08-04,85505.65,30
INV-000844,PO-000855,DEL-000844,SUP-002,2025-01-06,2025-02-05,104987.44,30
INV-000845,PO-000856,DEL-000845,SUP-002,2025-01-08,2025-02-07,125832.21,30
INV-000846,PO-000857,DEL-000846,SUP-002,2025-01-09,2025-02-08,104045.0,30
INV-000847,PO-000858,DEL-000847,SUP-002,2025-01-13,2025-02-12,148588.61,30
INV-000848,PO-000859,DEL-000848,SUP-002,2025-01-17,2025-02-16,94519.04,30
INV-000849,PO-000860,DEL-000849,SUP-002,2025-01-23,2025-02-22,140075.71,30
INV-000850,PO-000861,DEL-000850,SUP-002,2025-01-21,2025-02-20,110544.65,30
INV-000851,PO-000862,DEL-000851,SUP-002,2025-01-25,2025-02-24,130653.68,30
INV-000852,PO-000863,DEL-000852,SUP-002,2025-01-30,2025-03-01,134161.17,30
INV-000853,PO-000864,DEL-000853,SUP-002,2025-02-01,2025-03-03,94676.67,30
INV-000854,PO-000865,DEL-000854,SUP-002,2025-02-02,2025-03-04,136371.34,30
INV-000855,PO-000866,DEL-000855,SUP-002,2025-02-12,2025-03-14,108403.16,30
INV-000856,PO-000867,DEL-000856,SUP-002,2025-02-10,2025-03-12,143167.73,30
INV-000857,PO-000868,DEL-000857,SUP-002,2025-02-12,2025-03-14,117795.34,30
INV-000858,PO-000869,DEL-000858,SUP-002,2025-02-15,2025-03-17,119216.06,30
INV-000859,PO-000870,DEL-000859,SUP-002,2025-02-20,2025-03-22,127810.05,30
INV-000860,PO-000871,DEL-000860,SUP-002,2025-02-23,2025-03-25,114236.07,30
INV-000861,PO-000872,DEL-000861,SUP-002,2025-02-25,2025-03-27,154911.94,30
INV-000862,PO-000873,DEL-000862,SUP-002,2025-03-02,2025-04-01,91607.8,30
INV-000863,PO-000874,DEL-000863,SUP-002,2025-03-07,2025-04-06,158691.61,30
INV-000864,PO-000875,DEL-000864,SUP-002,2025-03-06,2025-04-05,170976.64,30
INV-000865,PO-000876,DEL-000865,SUP-002,2025-03-09,2025-04-08,158194.43,30
INV-000866,PO-000877,DEL-000866,SUP-002,2025-03-11,2025-04-10,206222.24,30
INV-000867,PO-000878,DEL-000867,SUP-002,2025-03-15,2025-04-14,160720.23,30
INV-000868,PO-000879,DEL-000868,SUP-002,2025-03-22,2025-04-21,223773.5,30
INV-000869,PO-000880,DEL-000869,SUP-002,2025-03-19,2025-04-18,161546.55,30
INV-000870,PO-000881,DEL-000870,SUP-002,2025-03-24,2025-04-23,187386.51,30
INV-000871,PO-000882,DEL-000871,SUP-002,2025-03-26,2025-04-25,193705.14,30
INV-000872,PO-000883,DEL-000872,SUP-002,2025-03-31,2025-04-30,183139.83,30
INV-000873,PO-000884,DEL-000873,SUP-002,2025-04-02,2025-05-02,200396.28,30
INV-000874,PO-000885,DEL-000874,SUP-002,2025-04-09,2025-05-09,132326.74,30
INV-000875,PO-000886,DEL-000875,SUP-002,2025-04-08,2025-05-08,158303.8,30
INV-000876,PO-000887,DEL-000876,SUP-002,2025-04-09,2025-05-09,98860.82,30
INV-000877,PO-000888,DEL-000877,SUP-002,2025-04-13,2025-05-13,166504.47,30
INV-000878,PO-000889,DEL-000878,SUP-002,2025-04-16,2025-05-16,132175.18,30
INV-000879,PO-000890,DEL-000879,SUP-002,2025-04-19,2025-05-19,155098.86,30
INV-000880,PO-000891,DEL-000880,SUP-002,2025-04-21,2025-05-21,153390.75,30
INV-000881,PO-000892,DEL-000881,SUP-002,2025-04-24,2025-05-24,125150.99,30
INV-000882,PO-000893,DEL-000882,SUP-002,2025-04-29,2025-05-29,187868.13,30
INV-000883,PO-000894,DEL-000883,SUP-002,2025-05-03,2025-06-02,128665.13,30
INV-000884,PO-000895,DEL-000884,SUP-002,2025-05-04,2025-06-03,148425.26,30
INV-000885,PO-000896,DEL-000885,SUP-002,2025-05-07,2025-06-06,115924.98,30
INV-000886,PO-000897,DEL-000886,SUP-002,2025-05-11,2025-06-10,130483.36,30
INV-000887,PO-000898,DEL-000887,SUP-002,2025-05-14,2025-06-13,128294.29,30
INV-000888,PO-000899,DEL-000888,SUP-002,2025-05-16,2025-06-15,114352.08,30
INV-000889,PO-000900,DEL-000889,SUP-002,2025-05-18,2025-06-17,128583.1,30
INV-000890,PO-000901,DEL-000890,SUP-002,2025-05-21,2025-06-20,84139.89,30
INV-000891,PO-000902,DEL-000891,SUP-002,2025-05-28,2025-06-27,138717.53,30
INV-000892,PO-000903,DEL-000892,SUP-002,2025-05-29,2025-06-28,99590.09,30
INV-000893,PO-000904,DEL-000893,SUP-002,2025-05-31,2025-06-30,113998.75,30
INV-000894,PO-000905,DEL-000894,SUP-002,2025-06-03,2025-07-03,121263.56,30
INV-000895,PO-000906,DEL-000895,SUP-002,2025-06-06,2025-07-06,102299.4,30
INV-000896,PO-000907,DEL-000896,SUP-002,2025-06-11,2025-07-11,125575.07,30
INV-000897,PO-000908,DEL-000897,SUP-002,2025-06-13,2025-07-13,96379.23,30
INV-000898,PO-000909,DEL-000898,SUP-002,2025-06-16,2025-07-16,127682.0,30
