payment_id,invoice_id,supplier_id,payment_date,amount_pkr,days_vs_due
PAY-000826,INV-000826,SUP-001,2025-06-13,426226.16,0
PAY-000827,INV-000827,SUP-001,2025-06-13,340614.72,-1
PAY-000828,INV-000828,SUP-001,2025-06-18,484954.64,-1
PAY-000829,INV-000829,SUP-001,2025-06-25,283055.65,2
PAY-000830,INV-000830,SUP-001,2025-06-30,500157.72,1
PAY-000831,INV-000831,SUP-001,2025-07-03,303157.05,6
PAY-000832,INV-000832,SUP-001,2025-07-02,376699.73,2
PAY-000833,INV-000833,SUP-001,2025-07-09,389162.65,6
PAY-000834,INV-000834,SUP-001,2025-07-08,272794.75,1
PAY-000835,INV-000835,SUP-001,2025-07-10,492382.95,-1
PAY-000836,INV-000836,SUP-001,2025-08-01,258841.12,21
PAY-000837,INV-000837,SUP-001,2025-07-16,439088.79,0
PAY-000838,INV-000838,SUP-001,2025-07-19,307211.18,1
PAY-000839,INV-000839,SUP-001,2025-07-21,377159.64,-1
PAY-000840,INV-000840,SUP-001,2025-07-23,391079.29,-1
PAY-000841,INV-000841,SUP-001,2025-07-26,296257.4,-1
PAY-000842,INV-000842,SUP-001,2025-07-30,485721.58,0
PAY-000843,INV-000843,SUP-001,2025-08-03,85505.65,-1
PAY-000844,INV-000844,SUP-002,2025-02-14,104987.44,9
PAY-000845,INV-000845,SUP-002,2025-02-06,125832.21,-1
PAY-000846,INV-000846,SUP-002,2025-02-09,104045.0,1
PAY-000847,INV-000847,SUP-002,2025-02-11,148588.61,-1
PAY-000848,INV-000848,SUP-002,2025-02-15,94519.04,-1
PAY-000849,INV-000849,SUP-002,2025-02-24,140075.71,2
PAY-000850,INV-000850,SUP-002,2025-02-21,110544.65,1
PAY-000851,INV-000851,SUP-002,2025-02-24,130653.68,0
PAY-000852,INV-000852,SUP-002,2025-03-10,134161.17,9
PAY-000853,INV-000853,SUP-002,2025-03-05,94676.67,2
PAY-000854,INV-000854,SUP-002,2025-03-08,136371.34,4
PAY-000855,INV-000855,SUP-002,2025-03-16,108403.16,2
PAY-000856,INV-000856,SUP-002,2025-03-11,143167.73,-1
PAY-000857,INV-000857,SUP-002,2025-03-13,117795.34,-1
PAY-000858,INV-000858,SUP-002,2025-03-14,119216.06,-3
PAY-000859,INV-000859,SUP-002,2025-03-25,127810.05,3
PAY-000860,INV-000860,SUP-002,2025-03-30,114236.07,5
PAY-000861,INV-000861,SUP-002,2025-04-02,154911.94,6
PAY-000862,INV-000862,SUP-002,2025-03-31,91607.8,-1
PAY-000863,INV-000863,SUP-002,2025-04-28,158691.61,22
PAY-000864,INV-000864,SUP-002,2025-04-03,170976.64,-2
PAY-000865,INV-000865,SUP-002,2025-04-08,158194.43,0
PAY-000866,INV-000866,SUP-002,2025-04-09,206222.24,-1
PAY-000867,INV-000867,SUP-002,2025-04-10,160720.23,-4
PAY-000868,INV-000868,SUP-002,2025-04-21,223773.5,0
PAY-000869,INV-000869,SUP-002,2025-04-18,161546.55,0
PAY-000870,INV-000870,SUP-002,2025-04-29,187386.51,6
PAY-000871,INV-000871,SUP-002,2025-05-05,193705.14,10
PAY-000872,INV-000872,SUP-002,2025-04-30,183139.83,0
PAY-000873,INV-000873,SUP-002,2025-05-01,200396.28,-1
PAY-000874,INV-000874,SUP-002,2025-05-10,132326.74,1
PAY-000875,INV-000875,SUP-002,2025-05-09,158303.8,1
PAY-000876,INV-000876,SUP-002,2025-05-09,98860.82,0
PAY-000877,INV-000877,SUP-002,2025-05-13,166504.47,0
PAY-000878,INV-000878,SUP-002,2025-05-25,132175.18,9
PAY-000879,INV-000879,SUP-002,2025-05-19,155098.86,0
PAY-000880,INV-000880,SUP-002,2025-05-21,153390.75,0
PAY-000881,INV-000881,SUP-002,2025-05-25,125150.99,1
PAY-000882,INV-000882,SUP-002,2025-05-28,187868.13,-1
PAY-000883,INV-000883,SUP-002,2025-06-14,128665.13,12
PAY-000884,INV-000884,SUP-002,2025-06-02,148425.26,-1
PAY-000885,INV-000885,SUP-002,2025-06-06,115924.98,0
PAY-000886,INV-000886,SUP-002,2025-06-11,130483.36,1
PAY-000887,INV-000887,SUP-002,2025-06-14,128294.29,1
PAY-000888,INV-000888,SUP-002,2025-06-16,114352.08,1
PAY-000889,INV-000889,SUP-002,2025-06-22,128583.1,5
PAY-000890,INV-000890,SUP-002,2025-06-20,84139.89,0
PAY-000891,INV-000891,SUP-002,2025-06-26,138717.53,-1
PAY-000892,INV-000892,SUP-002,2025-06-29,99590.09,1
PAY-000893,INV-000893,SUP-002,2025-07-06,113998.75,6
PAY-000894,INV-000894,SUP-002,2025-07-03,121263.56,0
PAY-000895,INV-000895,SUP-002,2025-07-27,102299.4,21
PAY-000896,INV-000896,SUP-002,2025-07-12,125575.07,1
PAY-000897,INV-000897,SUP-002,2025-07-13,96379.23,0
PAY-000898,INV-000898,SUP-002,2025-07-17,127682.0,1
PAY-000899,INV-000899,SUP-002,2025-07-18,100791.25,1
PAY-000900,INV-000900,SUP-002,2025-07-21,108772.8,-1
PAY-000901,INV-000901,SUP-002,2025-07-29,126990.98,4
PAY-000902,INV-000902,SUP-002,2025-08-02,104115.09,5
PAY-000903,INV-000903,SUP-002,2025-08-01,124553.1,2
PAY-000904,INV-000904,SUP-002,2025-08-04,31089.44,0
PAY-000905,INV-000905,SUP-001,2025-02-05,562706.09,2
PAY-000906,INV-000906,SUP-001,2025-02-10,508411.05,0
PAY-000907,INV-000907,SUP-001,2025-02-10,414315.19,-1
PAY-000908,INV-000908,SUP-001,2025-02-11,630505.69,-2
PAY-000909,INV-000909,SUP-001,2025-02-17,386393.62,1
PAY-000910,INV-000910,SUP-001,2025-02-16,582286.77,-1
PAY-000911,INV-000911,SUP-001,2025-02-19,369723.11,-1
PAY-000912,INV-000912,SUP-001,2025-02-25,539068.57,2
PAY-000913,INV-000913,SUP-001,2025-02-26,554792.86,-1
PAY-000914,INV-000914,SUP-001,2025-03-22,354449.42,19
PAY-000915,INV-000915,SUP-001,2025-03-05,635667.06,-1
PAY-000916,INV-000916,SUP-001,2025-03-14,344218.4,6
PAY-000917,INV-000917,SUP-001,2025-03-22,694167.39,9
PAY-000918,INV-000918,SUP-001,2025-03-12,435630.44,-1
PAY-000919,INV-000919,SUP-001,2025-03-19,565079.76,1
PAY-000920,INV-000920,SUP-001,2025-03-26,514100.03,5
PAY-000921,INV-000921,SUP-001,2025-03-21,412933.71,-1
PAY-000922,INV-000922,SUP-001,2025-03-29,693199.45,2
PAY-000923,INV-000923,SUP-001,2025-03-30,355423.34,0
PAY-000924,INV-000924,SUP-001,2025-04-01,799387.1,-1
PAY-000925,INV-000925,SUP-001,2025-04-12,824503.33,7
PAY-000926,INV-000926,SUP-001,2025-04-09,1077567.46,1
PAY-000927,INV-000927,SUP-001,2025-04-10,1178087.52,1
PAY-000928,INV-000928,SUP-001,2025-04-11,841255.63,-1
PAY-000929,INV-000929,SUP-001,2025-04-19,1189134.74,4
PAY-000930,INV-000930,SUP-001,2025-04-19,809751.04,0
PAY-000931,INV-000931,SUP-001,2025-04-21,1373807.83,-1
PAY-000932,INV-000932,SUP-001,2025-04-28,910103.62,2
PAY-000933,INV-000933,SUP-001,2025-05-01,1076919.87,2
PAY-000934,INV-000934,SUP-001,2025-05-04,1077604.48,1
PAY-000935,INV-000935,SUP-001,2025-05-02,581774.3,-1
PAY-000936,INV-000936,SUP-001,2025-05-05,756651.58,-1
PAY-000937,INV-000937,SUP-001,2025-05-11,395744.69,1
PAY-000938,INV-000938,SUP-001,2025-05-15,711370.15,2
PAY-000939,INV-000939,SUP-001,2025-05-20,541673.06,1
PAY-000940,INV-000940,SUP-001,2025-05-18,709921.51,-1
PAY-000941,INV-000941,SUP-001,2025-05-23,619748.55,2
PAY-000942,INV-000942,SUP-001,2025-05-27,443307.36,2
PAY-000943,INV-000943,SUP-001,2025-05-28,853312.63,1
PAY-000944,INV-000944,SUP-001,2025-06-21,517061.36,21
PAY-000945,INV-000945,SUP-001,2025-06-04,696733.01,1
PAY-000946,INV-000946,SUP-001,2025-06-09,411832.17,2
PAY-000947,INV-000947,SUP-001,2025-06-07,504948.96,-1
PAY-000948,INV-000948,SUP-001,2025-06-10,557564.67,-2
PAY-000949,INV-000949,SUP-001,2025-06-23,375133.63,4
PAY-000950,INV-000950,SUP-001,2025-06-19,552039.31,0
PAY-000951,INV-000951,SUP-001,2025-06-19,351503.24,-1
PAY-000952,INV-000952,SUP-001,2025-06-27,625088.73,2
PAY-000953,INV-000953,SUP-001,2025-07-01,371268.41,4
PAY-000954,INV-000954,SUP-001,2025-07-02,492245.42,3
PAY-000955,INV-000955,SUP-001,2025-07-03,491498.23,-1
PAY-000956,INV-000956,SUP-001,2025-07-10,347352.77,2
PAY-000957,INV-000957,SUP-001,2025-07-16,600041.73,7
PAY-000958,INV-000958,SUP-001,2025-07-12,361839.91,-1
PAY-000959,INV-000959,SUP-001,2025-07-16,596635.46,2
PAY-000960,INV-000960,SUP-001,2025-07-16,384012.37,-1
PAY-000961,INV-000961,SUP-001,2025-07-27,465291.3,5
PAY-000962,INV-000962,SUP-001,2025-07-26,498359.86,1
PAY-000963,INV-000963,SUP-001,2025-07-27,376322.9,-1
PAY-000964,INV-000964,SUP-001,2025-07-27,680382.75,-2
PAY-000965,INV-000965,SUP-001,2025-08-02,116091.09,1
PAY-000966,INV-000966,SUP-001,2025-02-18,461196.46,15
PAY-000967,INV-000967,SUP-001,2025-02-11,401576.34,2
PAY-000968,INV-000968,SUP-001,2025-02-13,335496.56,1
PAY-000969,INV-000969,SUP-001,2025-02-13,542119.34,2
PAY-000970,INV-000970,SUP-001,2025-02-15,325847.04,0
PAY-000971,INV-000971,SUP-001,2025-02-18,521303.14,0
PAY-000972,INV-000972,SUP-001,2025-02-21,339727.25,1
PAY-000973,INV-000973,SUP-001,2025-02-25,450646.3,0
PAY-000974,INV-000974,SUP-001,2025-02-28,433429.27,1
PAY-000975,INV-000975,SUP-001,2025-03-04,324598.81,1
PAY-000976,INV-000976,SUP-001,2025-03-04,513265.21,-1
PAY-000977,INV-000977,SUP-001,2025-03-10,342121.89,2
PAY-000978,INV-000978,SUP-001,2025-03-13,555338.47,1
PAY-000979,INV-000979,SUP-001,2025-04-04,344236.74,22
PAY-000980,INV-000980,SUP-001,2025-03-16,478252.02,-2
PAY-000981,INV-000981,SUP-001,2025-03-22,484971.72,1
PAY-000982,INV-000982,SUP-001,2025-03-22,379617.3,0
PAY-000983,INV-000983,SUP-001,2025-03-28,579276.68,1
PAY-000984,INV-000984,SUP-001,2025-03-27,340499.29,-2
PAY-000985,INV-000985,SUP-001,2025-04-06,680725.44,5
PAY-000986,INV-000986,SUP-001,2025-04-24,713479.97,19
PAY-000987,INV-000987,SUP-001,2025-04-12,872125.08,-1
PAY-000988,INV-000988,SUP-001,2025-04-10,916357.45,-1
PAY-000989,INV-000989,SUP-001,2025-04-12,657668.84,-1
PAY-000990,INV-000990,SUP-001,2025-04-22,1129660.1,6
PAY-000991,INV-000991,SUP-001,2025-04-19,650937.89,0
PAY-000992,INV-000992,SUP-001,2025-04-23,1080929.3,-1
PAY-000993,INV-000993,SUP-001,2025-04-28,655134.25,2
PAY-000994,INV-000994,SUP-001,2025-04-30,932498.05,1
PAY-000995,INV-000995,SUP-001,2025-05-04,894228.85,2
PAY-000996,INV-000996,SUP-001,2025-05-03,448448.96,0
PAY-000997,INV-000997,SUP-001,2025-05-08,621261.37,1
PAY-000998,INV-000998,SUP-001,2025-05-12,346682.28,-1
PAY-000999,INV-000999,SUP-001,2025-05-18,638482.33,5
PAY-001000,INV-001000,SUP-001,2025-05-21,417622.96,3
PAY-001001,INV-001001,SUP-001,2025-05-27,559054.58,8
PAY-001002,INV-001002,SUP-001,2025-05-27,565259.92,0
PAY-001003,INV-001003,SUP-001,2025-05-25,401148.33,-1
PAY-001004,INV-001004,SUP-001,2025-06-01,669736.74,1
PAY-001005,INV-001005,SUP-001,2025-05-31,400116.67,-1
PAY-001006,INV-001006,SUP-001,2025-06-03,623979.96,1
PAY-001007,INV-001007,SUP-001,2025-06-05,339631.76,0
PAY-001008,INV-001008,SUP-001,2025-06-11,490567.49,-1
PAY-001009,INV-001009,SUP-001,2025-06-16,494667.97,3
PAY-001010,INV-001010,SUP-001,2025-06-16,336927.38,1
PAY-001011,INV-001011,SUP-001,2025-07-02,496955.04,14
PAY-001012,INV-001012,SUP-001,2025-06-23,294813.17,3
PAY-001013,INV-001013,SUP-001,2025-06-28,527237.31,2
PAY-001014,INV-001014,SUP-001,2025-06-26,344535.93,-1
PAY-001015,INV-001015,SUP-001,2025-07-25,406232.37,24
PAY-001016,INV-001016,SUP-001,2025-07-19,454562.69,17
PAY-001017,INV-001017,SUP-001,2025-07-05,306998.54,0
PAY-001018,INV-001018,SUP-001,2025-07-08,521754.15,0
PAY-001019,INV-001019,SUP-001,2025-07-12,279255.92,-1
PAY-001020,INV-001020,SUP-001,2025-07-10,475478.45,-4
PAY-001021,INV-001021,SUP-001,2025-07-18,313062.59,1
PAY-001022,INV-001022,SUP-001,2025-07-23,381633.1,2
PAY-001023,INV-001023,SUP-001,2025-07-24,429409.25,1
PAY-001024,INV-001024,SUP-001,2025-07-26,287706.8,0
PAY-001025,INV-001025,SUP-001,2025-07-31,555927.65,2
PAY-001026,INV-001026,SUP-001,2025-07-31,94702.35,-1
PAY-001027,INV-001027,SUP-001,2025-02-04,215628.53,0
PAY-001028,INV-001028,SUP-001,2025-02-09,211219.06,2
PAY-001029,INV-001029,SUP-001,2025-02-11,169774.74,1
PAY-001030,INV-001030,SUP-001,2025-02-18,275101.59,6
PAY-001031,INV-001031,SUP-001,2025-02-15,136998.09,-1
PAY-001032,INV-001032,SUP-001,2025-02-21,268617.0,1
PAY-001033,INV-001033,SUP-001,2025-03-16,193898.09,22
PAY-001034,INV-001034,SUP-001,2025-02-25,224575.84,-1
PAY-001035,INV-001035,SUP-001,2025-03-02,200606.19,2
PAY-001036,INV-001036,SUP-001,2025-03-02,164563.55,0
PAY-001037,INV-001037,SUP-001,2025-03-07,250611.93,1
PAY-001038,INV-001038,SUP-001,2025-03-08,175628.27,-1
PAY-001039,INV-001039,SUP-001,2025-03-28,280765.82,15
PAY-001040,INV-001040,SUP-001,2025-03-17,170930.04,-1
PAY-001041,INV-001041,SUP-001,2025-03-17,230730.53,1
PAY-001042,INV-001042,SUP-001,2025-03-28,224623.82,9
PAY-001043,INV-001043,SUP-001,2025-03-31,201902.16,5
PAY-001044,INV-001044,SUP-001,2025-03-29,310387.17,2
PAY-001045,INV-001045,SUP-001,2025-04-01,168479.43,2
PAY-001046,INV-001046,SUP-001,2025-04-06,347441.03,4
PAY-001047,INV-001047,SUP-001,2025-04-08,342998.22,2
PAY-001048,INV-001048,SUP-001,2025-04-12,402420.33,5
PAY-001049,INV-001049,SUP-001,2025-04-17,418910.33,6
PAY-001050,INV-001050,SUP-001,2025-04-18,328841.89,2
PAY-001051,INV-001051,SUP-001,2025-04-20,449046.75,2
PAY-001052,INV-001052,SUP-001,2025-04-20,298037.71,0
PAY-001053,INV-001053,SUP-001,2025-04-25,499061.81,2
PAY-001054,INV-001054,SUP-001,2025-04-21,370162.22,-4
PAY-001055,INV-001055,SUP-001,2025-04-30,378093.02,2
PAY-001056,INV-001056,SUP-001,2025-05-07,454516.71,6
PAY-001057,INV-001057,SUP-001,2025-05-07,244511.18,1
PAY-001058,INV-001058,SUP-001,2025-05-17,304384.72,6
PAY-001059,INV-001059,SUP-001,2025-05-08,196464.64,-1
PAY-001060,INV-001060,SUP-001,2025-05-14,294498.82,2
PAY-001061,INV-001061,SUP-001,2025-05-16,230155.46,1
PAY-001062,INV-001062,SUP-001,2025-05-26,286781.31,6
PAY-001063,INV-001063,SUP-001,2025-05-26,318363.33,2
PAY-001064,INV-001064,SUP-001,2025-06-02,207684.35,9
PAY-001065,INV-001065,SUP-001,2025-05-26,328513.46,-1
PAY-001066,INV-001066,SUP-001,2025-05-31,242669.79,1
PAY-001067,INV-001067,SUP-001,2025-06-04,291540.71,0
PAY-001068,INV-001068,SUP-001,2025-06-09,188395.69,2
PAY-001069,INV-001069,SUP-001,2025-06-12,224190.29,1
PAY-001070,INV-001070,SUP-001,2025-06-12,236710.34,1
PAY-001071,INV-001071,SUP-001,2025-06-16,187987.02,0
PAY-001072,INV-001072,SUP-001,2025-06-19,232946.94,1
PAY-001073,INV-001073,SUP-001,2025-06-24,143292.94,2
PAY-001074,INV-001074,SUP-001,2025-06-26,233651.04,1
PAY-001075,INV-001075,SUP-001,2025-06-25,173678.1,-1
PAY-001076,INV-001076,SUP-001,2025-06-30,190345.35,-1
PAY-001077,INV-001077,SUP-001,2025-07-03,224510.92,0
PAY-001078,INV-001078,SUP-001,2025-07-13,163114.02,8
PAY-001079,INV-001079,SUP-001,2025-07-12,259256.83,2
PAY-001080,INV-001080,SUP-001,2025-07-14,142144.74,0
PAY-001081,INV-001081,SUP-001,2025-07-15,243209.29,-1
PAY-001082,INV-001082,SUP-001,2025-07-29,170756.0,10
PAY-001083,INV-001083,SUP-001,2025-07-22,193528.86,-2
PAY-001084,INV-001084,SUP-001,2025-07-22,214030.57,-1
PAY-001085,INV-001085,SUP-001,2025-07-29,171397.86,1
PAY-001086,INV-001086,SUP-001,2025-08-02,251711.71,2
PAY-001087,INV-001087,SUP-001,2025-08-02,52183.63,0
PAY-001088,INV-001088,SUP-001,2025-02-07,3635676.99,1
PAY-001089,INV-001089,SUP-001,2025-02-07,2865567.85,-1
PAY-001090,INV-001090,SUP-001,2025-02-11,2918533.14,1
PAY-001091,INV-001091,SUP-001,2025-02-13,3365842.3,2
PAY-001092,INV-001092,SUP-001,2025-02-17,2895891.61,1
PAY-001093,INV-001093,SUP-001,2025-02-19,3205402.76,0
PAY-001094,INV-001094,SUP-001,2025-02-21,2392732.71,0
PAY-001095,INV-001095,SUP-001,2025-02-23,3289709.48,0
PAY-001096,INV-001096,SUP-001,2025-03-02,2976256.08,2
PAY-001097,INV-001097,SUP-001,2025-03-04,2891800.42,2
PAY-001098,INV-001098,SUP-001,2025-03-06,3644941.74,0
PAY-001099,INV-001099,SUP-001,2025-03-13,2883797.15,2
PAY-001100,INV-001100,SUP-001,2025-03-16,3147044.61,6
PAY-001101,INV-001101,SUP-001,2025-03-16,2462599.23,2
PAY-001102,INV-001102,SUP-001,2025-03-14,3698527.45,-4
PAY-001103,INV-001103,SUP-001,2025-03-30,3274190.45,7
PAY-001104,INV-001104,SUP-001,2025-03-25,2952519.63,1
PAY-001105,INV-001105,SUP-001,2025-03-25,3377704.04,-2
PAY-001106,INV-001106,SUP-001,2025-04-02,2867933.37,2
PAY-001107,INV-001107,SUP-001,2025-04-01,3692820.13,1
PAY-001108,INV-001108,SUP-001,2025-04-04,3674701.98,0
PAY-001109,INV-001109,SUP-001,2025-04-08,5461687.84,1
PAY-001110,INV-001110,SUP-001,2025-04-18,4437371.71,7
PAY-001111,INV-001111,SUP-001,2025-04-14,4558017.34,1
PAY-001112,INV-001112,SUP-001,2025-04-28,5652346.23,7
PAY-001113,INV-001113,SUP-001,2025-04-21,4771032.24,2
PAY-001114,INV-001114,SUP-001,2025-04-24,5006171.0,1
PAY-001115,INV-001115,SUP-001,2025-04-27,4159331.4,1
PAY-001116,INV-001116,SUP-001,2025-05-03,4402620.76,4
PAY-001117,INV-001117,SUP-001,2025-05-07,5068817.03,2
PAY-001118,INV-001118,SUP-001,2025-05-07,4297948.38,2
PAY-001119,INV-001119,SUP-001,2025-05-12,3592688.3,5
PAY-001120,INV-001120,SUP-001,2025-05-06,3035748.92,-3
PAY-001121,INV-001121,SUP-001,2025-05-17,3780319.97,2
PAY-001122,INV-001122,SUP-001,2025-05-16,3167757.61,1
PAY-001123,INV-001123,SUP-001,2025-05-21,3930562.68,0
PAY-001124,INV-001124,SUP-001,2025-05-22,4103887.6,-2
PAY-001125,INV-001125,SUP-001,2025-05-25,3647614.68,1
PAY-001126,INV-001126,SUP-001,2025-05-28,3998075.97,-1
PAY-001127,INV-001127,SUP-001,2025-06-03,3190427.46,2
PAY-001128,INV-001128,SUP-001,2025-06-02,3680212.19,0
PAY-001129,INV-001129,SUP-001,2025-06-05,2489379.73,-1
PAY-001130,INV-001130,SUP-001,2025-06-19,3385679.96,11
PAY-001131,INV-001131,SUP-001,2025-06-10,3125072.15,-1
PAY-001132,INV-001132,SUP-001,2025-06-17,2572527.92,2
PAY-001133,INV-001133,SUP-001,2025-06-25,2552415.59,2
PAY-001134,INV-001134,SUP-001,2025-06-25,3139583.61,0
PAY-001135,INV-001135,SUP-001,2025-06-28,2247956.76,1
PAY-001136,INV-001136,SUP-001,2025-07-10,3278812.49,9
PAY-001137,INV-001137,SUP-001,2025-07-01,2640942.2,-1
PAY-001138,INV-001138,SUP-001,2025-07-03,2271114.65,-4
PAY-001139,INV-001139,SUP-001,2025-07-08,3498791.24,-1
PAY-001140,INV-001140,SUP-001,2025-07-17,2305267.95,3
PAY-001141,INV-001141,SUP-001,2025-07-18,3013441.53,2
PAY-001142,INV-001142,SUP-001,2025-07-19,2367112.57,0
PAY-001143,INV-001143,SUP-001,2025-07-20,2903997.05,-1
PAY-001144,INV-001144,SUP-001,2025-07-23,2694119.95,0
PAY-001145,INV-001145,SUP-001,2025-07-26,2894793.73,-1
PAY-001146,INV-001146,SUP-001,2025-07-30,3006077.92,-1
PAY-001147,INV-001147,SUP-001,2025-08-02,642179.68,0
PAY-001148,INV-001148,SUP-001,2025-02-06,3760180.77,2
PAY-001149,INV-001149,SUP-001,2025-02-06,3494376.55,-1
PAY-001150,INV-001150,SUP-001,2025-02-09,2551330.57,1
PAY-001151,INV-001151,SUP-001,2025-02-13,4125981.6,2
PAY-001152,INV-001152,SUP-001,2025-02-11,2533697.47,-4
PAY-001153,INV-001153,SUP-001,2025-02-21,4359755.82,2
PAY-001154,INV-001154,SUP-001,2025-03-03,2592905.97,11
PAY-001155,INV-001155,SUP-001,2025-02-24,3380183.65,0
PAY-001156,INV-001156,SUP-001,2025-03-01,3604717.46,0
PAY-001157,INV-001157,SUP-001,2025-03-18,2940359.8,16
PAY-001158,INV-001158,SUP-001,2025-03-07,4742093.56,1
PAY-001159,INV-001159,SUP-001,2025-03-05,3019877.05,-2
PAY-001160,INV-001160,SUP-001,2025-03-10,4850428.01,-2
PAY-001161,INV-001161,SUP-001,2025-03-21,2942990.4,4
PAY-001162,INV-001162,SUP-001,2025-03-19,3555977.4,2
PAY-001163,INV-001163,SUP-001,2025-03-22,3879703.19,-1
PAY-001164,INV-001164,SUP-001,2025-03-27,2587407.57,1
PAY-001165,INV-001165,SUP-001,2025-04-02,4561843.82,7
PAY-001166,INV-001166,SUP-001,2025-03-29,2905559.64,0
PAY-001167,INV-001167,SUP-001,2025-04-11,5736748.51,9
PAY-001168,INV-001168,SUP-001,2025-04-07,5907547.06,4
PAY-001169,INV-001169,SUP-001,2025-04-13,7229721.8,5
PAY-001170,INV-001170,SUP-001,2025-04-10,7607032.91,1
PAY-001171,INV-001171,SUP-001,2025-04-16,5521507.03,-1
PAY-001172,INV-001172,SUP-001,2025-04-16,5530335.91,-2
PAY-001173,INV-001173,SUP-001,2025-04-21,7615905.64,-1
PAY-001174,INV-001174,SUP-001,2025-04-26,6201531.2,2
PAY-001175,INV-001175,SUP-001,2025-04-29,7273848.83,0
PAY-001176,INV-001176,SUP-001,2025-05-01,6417024.97,1
PAY-001177,INV-001177,SUP-001,2025-05-08,4471849.84,1
PAY-001178,INV-001178,SUP-001,2025-05-10,4858239.03,0
PAY-001179,INV-001179,SUP-001,2025-05-11,3017799.26,-1
PAY-001180,INV-001180,SUP-001,2025-05-13,5498084.31,-1
PAY-001181,INV-001181,SUP-001,2025-05-20,3480323.87,3
PAY-001182,INV-001182,SUP-001,2025-05-17,3856725.37,-1
PAY-001183,INV-001183,SUP-001,2025-05-29,4581574.09,7
PAY-001184,INV-001184,SUP-001,2025-05-28,3438579.76,-1
PAY-001185,INV-001185,SUP-001,2025-06-03,5670328.22,1
PAY-001186,INV-001186,SUP-001,2025-06-07,3221497.97,7
PAY-001187,INV-001187,SUP-001,2025-06-09,4847426.28,6
PAY-001188,INV-001188,SUP-001,2025-06-06,3124328.96,-1
PAY-001189,INV-001189,SUP-001,2025-06-17,3636956.93,9
PAY-001190,INV-001190,SUP-001,2025-06-20,3863338.04,8
PAY-001191,INV-001191,SUP-001,2025-06-22,2777061.95,7
PAY-001192,INV-001192,SUP-001,2025-06-17,4307761.96,0
PAY-001193,INV-001193,SUP-001,2025-06-27,2365449.13,6
PAY-001194,INV-001194,SUP-001,2025-06-25,3803059.25,0
PAY-001195,INV-001195,SUP-001,2025-06-25,2738584.17,-1
PAY-001196,INV-001196,SUP-001,2025-07-05,3191269.96,2
PAY-001197,INV-001197,SUP-001,2025-07-03,3823692.8,0
PAY-001198,INV-001198,SUP-001,2025-07-10,2591530.97,2
PAY-001199,INV-001199,SUP-001,2025-07-16,4467690.93,2
PAY-001200,INV-001200,SUP-001,2025-07-14,3849577.79,-1
PAY-001201,INV-001201,SUP-001,2025-07-17,2457569.97,0
PAY-001202,INV-001202,SUP-001,2025-07-22,3174145.06,1
PAY-001203,INV-001203,SUP-001,2025-08-14,3334400.87,21
PAY-001204,INV-001204,SUP-001,2025-07-28,2378212.5,2
PAY-001205,INV-001205,SUP-001,2025-08-01,4119447.73,1
PAY-001206,INV-001206,SUP-001,2025-08-11,779885.27,9
PAY-001207,INV-001207,SUP-002,2025-01-31,1079517.21,-4
PAY-001208,INV-001208,SUP-002,2025-02-17,1030164.92,9
PAY-001209,INV-001209,SUP-002,2025-02-22,958347.95,12
PAY-001210,INV-001210,SUP-002,2025-02-11,1326007.74,0
PAY-001211,INV-001211,SUP-002,2025-02-13,784980.61,-1
PAY-001212,INV-001212,SUP-002,2025-02-18,1207489.3,-1
PAY-001213,INV-001213,SUP-002,2025-02-22,882589.61,2
PAY-001214,INV-001214,SUP-002,2025-03-02,1085145.38,7
PAY-001215,INV-001215,SUP-002,2025-02-25,1142283.88,-1
PAY-001216,INV-001216,SUP-002,2025-03-05,940444.77,2
PAY-001217,INV-001217,SUP-002,2025-03-04,1201144.8,-1
PAY-001218,INV-001218,SUP-002,2025-03-17,895556.65,7
PAY-001219,INV-001219,SUP-002,2025-03-12,1186059.91,2
PAY-001220,INV-001220,SUP-002,2025-03-15,1013933.96,-1
PAY-001221,INV-001221,SUP-002,2025-03-18,1022275.76,1
PAY-001222,INV-001222,SUP-002,2025-03-24,1212163.74,5
PAY-001223,INV-001223,SUP-002,2025-03-29,990378.04,0
PAY-001224,INV-001224,SUP-002,2025-03-27,1403416.69,1
PAY-001225,INV-001225,SUP-002,2025-03-28,894930.63,0
PAY-001226,INV-001226,SUP-002,2025-04-07,1450470.74,6
PAY-001227,INV-001227,SUP-002,2025-04-12,1497066.73,7
PAY-001228,INV-001228,SUP-002,2025-04-05,1642480.92,-2
PAY-001229,INV-001229,SUP-002,2025-04-18,1647699.29,3
PAY-001230,INV-001230,SUP-002,2025-04-16,1439793.91,4
PAY-001231,INV-001231,SUP-002,2025-04-17,2026255.72,0
PAY-001232,INV-001232,SUP-002,2025-04-20,1359283.78,2
PAY-001233,INV-001233,SUP-002,2025-04-22,1970337.16,-1
PAY-001234,INV-001234,SUP-002,2025-04-26,1657683.83,0
PAY-001235,INV-001235,SUP-002,2025-05-04,1683590.67,6
PAY-001236,INV-001236,SUP-002,2025-05-03,1672144.6,0
PAY-001237,INV-001237,SUP-002,2025-05-06,1387656.73,2
PAY-001238,INV-001238,SUP-002,2025-05-05,1308640.28,-2
PAY-001239,INV-001239,SUP-002,2025-05-13,929488.71,1
PAY-001240,INV-001240,SUP-002,2025-05-14,1458038.0,2
